town_code,town,district,region,population,website,email,source,status
518646,Medovarce,Krupina,Banskobystrický kraj,223,https://www.medovarce.sk,podatelna@medovarce.sk,guessed,ok
518701,Rykynčice,Krupina,Banskobystrický kraj,267,https://www.rykyncice.sk,info@rykyncice.sk,guessed,ok
518735,Sebechleby,Krupina,Banskobystrický kraj,1203,https://www.sebechleby.com,obecsebechleby@gmail.com,xls,ok
518743,Selce - Krupina,Krupina,Banskobystrický kraj,90,,,none,no_website
518751,Senohrad,Krupina,Banskobystrický kraj,748,https://www.senohrad.sk,starostka@senohrad.sk,xls,ok
518832,Sudince,Krupina,Banskobystrický kraj,81,https://www.sudince.sk,starosta@sudince.sk,guessed,ok
518841,Súdovce,Krupina,Banskobystrický kraj,217,https://www.obecsudovce.sk,starosta@obecsudovce.sk,guessed,ok
518867,Terany,Krupina,Banskobystrický kraj,604,https://www.obecterany.sk,podatelna@obecterany.sk,guessed,ok
518883,Trpín,Krupina,Banskobystrický kraj,109,,obectrpin@centrum.sk,none,no_website
518905,Uňatín,Krupina,Banskobystrický kraj,182,https://www.unatin.ocu.sk,obec.unatin@azet.sk,xls,ok
518956,Zemiansky Vrbovok,Krupina,Banskobystrický kraj,82,https://www.zemianskyvrbovok.ocu.sk,obeczemianskyvrbovok@gmail.com,xls,ok
518999,Žibritov,Krupina,Banskobystrický kraj,59,,,none,no_website
509175,Dolný Vadičov,Kysucké Nové Mesto,Žilinský kraj,493,https://www.dolny-vadicov.sk,obecdolnyvadicov@zoznam.sk,xls,ok
509205,Horný Vadičov,Kysucké Nové Mesto,Žilinský kraj,1655,https://www.hornyvadicov.sk,urad@hornyvadicov.sk,xls,ok
509256,Kysucké Nové Mesto,Kysucké Nové Mesto,Žilinský kraj,14895,https://www.kysuckenovemesto.sk,jan.hartel@kysuckenovemesto.sk,xls,ok
509264,Kysucký Lieskovec,Kysucké Nové Mesto,Žilinský kraj,2357,https://www.kysuckylieskovec.sk,obecnyurad@kysuckylieskovec.sk,xls,ok
509272,Lodno,Kysucké Nové Mesto,Žilinský kraj,980,https://www.obec-lodno.sk,starostka@obec-lodno.sk,guessed,ok
509281,Lopušné Pažite,Kysucké Nové Mesto,Žilinský kraj,445,https://www.obeclopusnepazite.sk,obeclopusnepazite@mail.t-com.sk,xls,ok
509302,Nesluša,Kysucké Nové Mesto,Žilinský kraj,3173,https://www.neslusa.sk,obec@neslusa.sk,guessed,ok
509329,Ochodnica,Kysucké Nové Mesto,Žilinský kraj,1917,https://www.ochodnica.sk,obec@ochodnica.sk,guessed,ok
509370,Povina,Kysucké Nové Mesto,Žilinský kraj,1149,https://obec-povina.sk,info@obec-povina.sk,guessed,ok
580791,Radoľa,Kysucké Nové Mesto,Žilinský kraj,1517,https://www.radola.sk,starosta@radola.sk,xls,ok
509426,Rudina,Kysucké Nové Mesto,Žilinský kraj,1838,https://rudina.sk,starosta@rudina.sk,guessed,ok
509434,Rudinka,Kysucké Nové Mesto,Žilinský kraj,395,https://www.rudinka.sk,info@rudinka.sk,guessed,ok
509442,Rudinská,Kysucké Nové Mesto,Žilinský kraj,1012,https://rudinska.sk,starosta@rudinska.sk,guessed,ok
509469,Snežnica,Kysucké Nové Mesto,Žilinský kraj,1067,https://www.obec-sneznica.sk/sk,sneznica@sneznica.sk,guessed,ok
502049,Bajka,Levice,Nitriansky kraj,332,https://www.bajka.sk,obecbajka@gmail.com,guessed,ok
502057,Bátovce,Levice,Nitriansky kraj,1171,https://www.batovce.sk,info@batovce.sk,guessed,ok
502065,Beša - Levice,Levice,Nitriansky kraj,639,https://www.obecbesa.sk,starosta@obecbesa.sk,guessed,ok
502073,Bielovce,Levice,Nitriansky kraj,229,https://www.bielovce.sk,bielovce@bielovce.sk,guessed,ok
580937,Bohunice - Levice,Levice,Nitriansky kraj,145,https://www.obecbohunice.sk,webyportal@webygroup.sk,guessed,ok
502090,Bory,Levice,Nitriansky kraj,312,https://www.bory.sk,starosta@bory.sk,guessed,ok
502103,Brhlovce,Levice,Nitriansky kraj,302,https://www.brhlovce.sk,obec@brhlovce.sk,guessed,ok
502111,Čajkov,Levice,Nitriansky kraj,954,https://www.obeccajkov.sk,info@obeccajkov.sk,guessed,ok
502120,Čaka,Levice,Nitriansky kraj,733,https://www.caka.eu,caka@caka.eu,xls,ok
555843,Čata,Levice,Nitriansky kraj,975,https://www.obeccata.sk,sekretariat@obeccata.sk,guessed,ok
502154,Demandice,Levice,Nitriansky kraj,963,https://www.demandice.sk,starosta@demandice.sk,guessed,ok
502162,Devičany,Levice,Nitriansky kraj,386,https://devicany.sk,oudevicany@gmail.com,guessed,ok
502171,Dolná Seč,Levice,Nitriansky kraj,513,https://www.dolnasec.sk,urad@dolnasec.sk,xls,ok
502189,Dolné Semerovce,Levice,Nitriansky kraj,557,https://www.dolne-semerovce.sk,obec@dolne-semerovce.sk,guessed,ok
502197,Dolný Pial,Levice,Nitriansky kraj,906,https://www.dolnypial.sk,obecdolnypial@dolnypial.sk,xls,ok
502201,Domadice,Levice,Nitriansky kraj,233,https://www.domadice.sk,podatelna@domadice.sk,guessed,ok
502219,Drženice,Levice,Nitriansky kraj,376,https://www.drzenice.sk,webyportal@webygroup.sk,guessed,ok
502227,Farná,Levice,Nitriansky kraj,1336,https://www.farna.sk,webyportal@webygroup.sk,guessed,ok
502243,Hokovce,Levice,Nitriansky kraj,492,https://www.hokovce.sk,starosta@hokovce.sk,guessed,ok
502251,Hontianska Vrbica,Levice,Nitriansky kraj,613,https://www.hontianskavrbica.ou.sk,vrbica@internet.sk,xls,ok
545350,Hontianske Trsťany,Levice,Nitriansky kraj,314,https://www.hontiansketrstany.ocu.sk,hont.trstany@mail.t-com.sk,xls,ok
502260,Horná Seč,Levice,Nitriansky kraj,562,https://www.horna-sec.sk,obec.hornasec@stonline.sk,guessed,ok
502278,Horné Semerovce,Levice,Nitriansky kraj,634,https://www.hornesemerovce.sk,hornesemerovce@hornesemerovce.sk,xls,ok
502286,Horné Turovce,Levice,Nitriansky kraj,570,https://www.horneturovce.sk,hturovce@horneturovce.sk,xls,ok
502294,Horný Pial,Levice,Nitriansky kraj,260,https://www.hornypial.ocu.sk,starosta@hornypial.sk,xls,ok
581895,Hrkovce,Levice,Nitriansky kraj,290,https://www.hrkovce.sk,info@hrkovce.sk,guessed,ok
502324,Hronovce,Levice,Nitriansky kraj,1478,https://www.hronovce.sk,hronovce@nextra.sk,guessed,ok
502332,Hronské Kľačany,Levice,Nitriansky kraj,1404,https://www.hronskeklacany.sk,klacany@imilsoft.sk,xls,ok
502341,Hronské Kosihy,Levice,Nitriansky kraj,705,https://www.hronskekosihy.sk,kosihy@imilsoft.sk,xls,ok
502359,Iňa,Levice,Nitriansky kraj,229,https://www.obecina.sk,info@obecina.sk,guessed,ok
502367,Ipeľské Úľany,Levice,Nitriansky kraj,268,https://www.ipulany.yw.sk,ipulany@stonline.sk,xls,ok
502375,Ipeľský Sokolec,Levice,Nitriansky kraj,822,https://www.ipelsky-sokolec.sk,ipsokolec@gmail.com,guessed,ok
502383,Jabloňovce,Levice,Nitriansky kraj,209,https://www.obecjablonovce.sk,info@moderneobce.sk,guessed,ok
556777,Jesenské - Levice,Levice,Nitriansky kraj,50,https://www.obecjesenske.sk,starostkaobecjesenske@gmail.com,guessed,ok
502391,Jur nad Hronom,Levice,Nitriansky kraj,965,https://www.jur.sk,ocu@jur.sk,xls,ok
502413,Kalná nad Hronom,Levice,Nitriansky kraj,2053,https://www.kalna.sk,obec@kalna.eu,xls,ok
502472,Keť,Levice,Nitriansky kraj,582,https://www.ket.sk,podatelna@ket.sk,guessed,ok
502421,Kozárovce,Levice,Nitriansky kraj,2078,https://www.kozarovce.sk,starosta@kozarovce.sk,guessed,ok
502430,Krškany,Levice,Nitriansky kraj,789,https://www.krskany.sk,info@krskany.sk,guessed,ok
502448,Kubáňovo,Levice,Nitriansky kraj,261,https://www.kubanovo.sk,info@kubanovo.sk,guessed,ok
502456,Kukučínov,Levice,Nitriansky kraj,578,https://www.kukucinov.sk,info@kukucinov.sk,guessed,ok
502464,Kuraľany,Levice,Nitriansky kraj,490,https://kuralany.sk,podatelna@kuralany.sk,guessed,ok
502031,Levice,Levice,Nitriansky kraj,32603,https://www.levice.sk,info@levice.sk,guessed,ok
502481,Lok,Levice,Nitriansky kraj,982,https://www.lok.sk,info@lok.sk,guessed,ok
502499,Lontov,Levice,Nitriansky kraj,659,https://www.lontov.sk,info@lontov.sk,guessed,ok
502502,Lula,Levice,Nitriansky kraj,173,https://www.obeclula.sk,starosta@obeclula.sk,guessed,ok
502511,Málaš,Levice,Nitriansky kraj,464,https://www.malas.sk,webyportal@webygroup.sk,guessed,ok
581135,Malé Kozmálovce,Levice,Nitriansky kraj,319,https://www.malekozmalovce.sk,ocu.malekozmalovce.st@mail.t-com.sk,xls,ok
502537,Malé Ludince,Levice,Nitriansky kraj,173,https://www.maleludince.dolnepohronie.sk                             www.maleludince.ou.sk,maleludince@gmail.com,xls,ok
502570,Mýtne Ludany,Levice,Nitriansky kraj,953,https://www.mytneludany.sk,info@mytneludany.sk,xls,ok
502588,Nová Dedina,Levice,Nitriansky kraj,1460,https://www.novadedina.sk,obec@novadedina.sk,xls,ok
502596,Nový Tekov,Levice,Nitriansky kraj,871,https://www.novytekov.sk,obec@novytekov.sk,xls,ok
502600,Nýrovce,Levice,Nitriansky kraj,503,https://www.nyrovce.sk,adrianakovacs@wdt.sk,guessed,ok
502618,Ondrejovce,Levice,Nitriansky kraj,464,https://www.obecondrejovce.sk,info@obecondrejovce.sk,guessed,ok
502626,Pastovce,Levice,Nitriansky kraj,502,https://www.pastovce.sk,pastovce@pastovce.sk,guessed,ok
502634,Pečenice,Levice,Nitriansky kraj,128,,obec.pecenice@stonline.sk,none,no_website
502642,Plášťovce,Levice,Nitriansky kraj,1509,https://www.plastovce.sk,starosta@plastovce.sk,guessed,ok
502651,Plavé Vozokany,Levice,Nitriansky kraj,765,https://www.plavevozokany.dolnepohronie.sk,plavevozokany@dolnepohronie.sk,xls,ok
502669,Podlužany - Levice,Levice,Nitriansky kraj,762,https://www.obec-podluzany.sk,info@obec-podluzany.sk,guessed,ok
502677,Pohronský Ruskov,Levice,Nitriansky kraj,1212,https://www.pohronskyruskov.sk,obecpohr.ruskov@stonline.sk,xls,ok
502693,Pukanec,Levice,Nitriansky kraj,1797,https://www.pukanec.sk,info@pukanec.sk,guessed,ok
502707,Rybník - Levice,Levice,Nitriansky kraj,1428,https://www.obecrybnik.sk,podatelna@obecrybnik.sk,guessed,ok
502782,Šahy,Levice,Nitriansky kraj,7171,https://www.sahy.sk,sahy@sahy.sk,guessed,ok
502791,Šalov,Levice,Nitriansky kraj,352,https://www.salov.sk,info@salov.sk,guessed,ok
502715,Santovka,Levice,Nitriansky kraj,624,https://www.santovka.sk,podatelna@santovka.sk,guessed,ok
502804,Šarovce,Levice,Nitriansky kraj,1605,https://www.sarovce.sk,szaboova@sarovce.sk,guessed,ok
502723,Sazdice,Levice,Nitriansky kraj,470,https://www.sazdice.sk,obecsazdice@mail.t-com.sk,guessed,ok
502731,Sikenica,Levice,Nitriansky kraj,655,https://www.sikenica.sk,podatelna@sikenica.sk,guessed,ok
502740,Slatina,Levice,Nitriansky kraj,315,https://www.obecslatina.sk,info@obecslatina.sk,guessed,ok
502758,Starý Hrádok,Levice,Nitriansky kraj,208,https://www.staryhradok.sk,staryhradok@dolnepohronie.sk,xls,ok
502766,Starý Tekov,Levice,Nitriansky kraj,1496,https://www.starytekov.sk,starosta@starytekov.sk,xls,ok
502812,Tehla,Levice,Nitriansky kraj,488,https://www.obectehla.sk,webyportal@webygroup.sk,guessed,ok
502821,Tekovské Lužany,Levice,Nitriansky kraj,2802,https://www.tekovskeluzany.sk,luzany@nextra.sk,xls,ok
502847,Tekovský Hrádok,Levice,Nitriansky kraj,366,https://www.tekovskyhradok.ocu.sk,tek.hradok@stonline.sk,xls,ok
502863,Tlmače,Levice,Nitriansky kraj,3502,https://www.mestotlmace.sk,primator@mestotlmace.sk,xls,ok
502871,Tupá,Levice,Nitriansky kraj,572,https://www.tupa.sk,tupa@tupa.sk,xls,ok
502880,Turá,Levice,Nitriansky kraj,206,https://www.obectura.sk,info@obectura.sk,guessed,ok
502898,Uhliská,Levice,Nitriansky kraj,181,https://www.obecuhliska.sk,podatelna@obecuhliska.sk,guessed,ok
581160,Veľké Kozmálovce,Levice,Nitriansky kraj,703,https://www.velkekozmalovce.sk,starostka@velkekozmalovce.sk,xls,ok
502910,Veľké Ludince,Levice,Nitriansky kraj,1441,https://www.velkeludince.sk,obec@velkeludince.sk,xls,ok
502928,Veľké Turovce,Levice,Nitriansky kraj,756,https://www.velketurovce.sk,info@velketurovce.sk,xls,ok
502936,Veľký Ďur,Levice,Nitriansky kraj,1257,https://www.velkydur.sk,obec.velkydur@stonline.sk,xls,ok
502944,Vyškovce nad Ipľom,Levice,Nitriansky kraj,652,https://www.vyskovcenadiplom.sk,starosta@vyskovcenadiplom.sk,xls,ok
502952,Vyšné nad Hronom,Levice,Nitriansky kraj,174,https://www.vysnenadhronom.sk,obec.vysnenadhronom@stonline.sk,xls,ok
502961,Zalaba,Levice,Nitriansky kraj,173,https://www.zalaba.sk,zalaba@atlas.sk,guessed,ok
502979,Zbrojníky,Levice,Nitriansky kraj,502,https://www.zbrojniky.sk,obecnyurad@zbrojniky.sk,guessed,ok
502987,Želiezovce,Levice,Nitriansky kraj,6739,https://www.zeliezovce.sk,mesto@zeliezovce.sk,guessed,ok
502995,Žemberovce,Levice,Nitriansky kraj,1262,https://www.zemberovce.sk,webyportal@webygroup.sk,guessed,ok
503002,Žemliare,Levice,Nitriansky kraj,147,https://www.zemliare.sk,podatelna@zemliare.sk,guessed,ok
526371,Baldovce,Levoča,Prešovský kraj,169,,obec.baldovce@spisnet.sk,none,no_website
526380,Beharovce,Levoča,Prešovský kraj,160,https://www.beharovce.sk,info@beharovce.sk,guessed,ok
526401,Bijacovce,Levoča,Prešovský kraj,963,https://www.bijacovce.sk,podatelna@bijacovce.sk,guessed,ok
526410,Brutovce,Levoča,Prešovský kraj,154,https://www.brutovce.sk,obec@brutovce.sk,guessed,ok
526428,Buglovce,Levoča,Prešovský kraj,282,https://www.obecbuglovce.sk,obecbuglovce@gmail.com,guessed,ok
526452,Dlhé Stráže,Levoča,Prešovský kraj,595,https://www.dlhestraze.sk,obec@dlhestraze.sk,xls,ok
526461,Doľany - Levoča,Levoča,Prešovský kraj,789,,,none,no_website
526479,Domaňovce,Levoča,Prešovský kraj,929,https://domanovce.sk,domanovce@stonline.sk,guessed,ok
526487,Dravce,Levoča,Prešovský kraj,834,https://www.obecdravce.sk,obec@obecdravce.sk,guessed,ok
526495,Dúbrava - Levoča,Levoča,Prešovský kraj,317,,,none,no_website
526517,Granč - Petrovce,Levoča,Prešovský kraj,629,https://www.grancpetrovce.sk,info@moderneobce.sk,minv,ok
526525,Harakovce,Levoča,Prešovský kraj,59,https://www.harakovce.sk,obecharakovce@zoznam.sk,minv,ok
543179,Jablonov,Levoča,Prešovský kraj,1005,https://jablonov.sk,obecjablonov@slovanet.sk,guessed,ok
543225,Klčov,Levoča,Prešovský kraj,637,https://www.obecklcov.sk,info@webex.sk,guessed,ok
581640,Korytné,Levoča,Prešovský kraj,85,,obeckorytne@azet.sk,none,no_website
543276,Kurimany,Levoča,Prešovský kraj,370,https://www.obeckurimany.sk,oukurimany@levonetmail.sk,guessed,ok
543292,Levoča,Levoča,Prešovský kraj,14674,https://www.levoca.sk,info@levoca.sk,guessed,ok
543314,Lúčka - Levoča,Levoča,Prešovský kraj,125,,,none,no_website
543381,Nemešany,Levoča,Prešovský kraj,426,https://obecnemesany.sk,starostka@obecnemesany.sk,guessed,ok
543390,Nižné Repaše,Levoča,Prešovský kraj,161,https://www.niznerepase.ou.sk,ocuniznerepase@mail.t-com.sk,xls,ok
543420,Oľšavica,Levoča,Prešovský kraj,266,https://obecolsavica.sk,ocuolsavica@gmail.com,guessed,ok
543446,Ordzovany,Levoča,Prešovský kraj,162,,obec.ordzovany@levonetmail.sk,none,no_website
543454,Pavľany,Levoča,Prešovský kraj,47,,obec.pavlany@gmail.com,none,no_website
543462,Poľanovce,Levoča,Prešovský kraj,160,https://polanovce.sk,podatelna@polanovce.sk,guessed,ok
543471,Pongrácovce,Levoča,Prešovský kraj,122,https://www.pongracovce.sk,starostka@pongracovce.sk,guessed,ok
543578,Spišské Podhradie,Levoča,Prešovský kraj,3979,https://www.spisskepodhradie.sk,primator@spisskepodhradie.sk,xls,ok
543608,Spišský Hrhov,Levoča,Prešovský kraj,1713,https://www.spisskyhrhov.sk,spissky.hrhov@vmnet.sk,xls,ok
543624,Spišský Štvrtok,Levoča,Prešovský kraj,2528,https://www.spisskystvrtok.sk,starosta@spisskystvrtok.sk,xls,ok
543641,Studenec,Levoča,Prešovský kraj,497,https://www.obecstudenec.sk,obecstudenec@gmail.com,guessed,ok
543675,Torysky,Levoča,Prešovský kraj,327,https://www.torysky.sk,info@webex.sk,guessed,ok
543691,Uloža,Levoča,Prešovský kraj,211,https://www.obeculoza.sk,info@webex.sk,guessed,ok
526606,Vyšné Repaše,Levoča,Prešovský kraj,90,,,none,no_website
526614,Vyšný Slavkov,Levoča,Prešovský kraj,261,https://www.vysny-slavkov.sk,obec@vysny-slavkov.sk,guessed,ok
510271,Beňadiková,Liptovský Mikuláš,Žilinský kraj,540,https://www.benadikova.sk,starosta@benadikova.sk,guessed,ok
510319,Bobrovček,Liptovský Mikuláš,Žilinský kraj,174,https://www.bobrovcek.sk,obec@bobrovcek.sk,guessed,ok
510327,Bobrovec,Liptovský Mikuláš,Žilinský kraj,1964,https://www.bobrovec.sk,obec.bobrovec@stonline.sk,guessed,ok
510335,Bobrovník,Liptovský Mikuláš,Žilinský kraj,132,https://obecbobrovnik.sk,obec@obecbobrovnik.sk,guessed,ok
510351,Bukovina,Liptovský Mikuláš,Žilinský kraj,99,https://obecbukovina.sk,obecbukovina@obecbukovina.sk,guessed,ok
510386,Demänovská Dolina,Liptovský Mikuláš,Žilinský kraj,316,https://www.demanovskadolina.info,urad@demanovskadolina.info,xls,ok
510408,Dúbrava - Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,1209,,,none,no_website
510416,Galovany,Liptovský Mikuláš,Žilinský kraj,313,https://www.galovany.sk,starosta@galovany.sk,guessed,ok
510424,Gôtovany,Liptovský Mikuláš,Žilinský kraj,478,https://www.gotovany.sk,starosta@gotovany.sk,guessed,ok
510459,Huty,Liptovský Mikuláš,Žilinský kraj,159,https://www.huty.sk,obec@huty.sk,guessed,ok
510467,Hybe,Liptovský Mikuláš,Žilinský kraj,1458,https://www.hybe.sk,hybe@hybe.sk,guessed,ok
556807,Ižipovce,Liptovský Mikuláš,Žilinský kraj,89,https://www.izipovce.sk,obec.izipovce@stonline.sk,guessed,ok
510505,Jakubovany - Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,367,,,none,no_website
510513,Jalovec - Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,305,,,none,no_website
510521,Jamník - Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,460,,,none,no_website
507393,Konská - Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,225,,,none,no_website
510564,Kráľova Lehota,Liptovský Mikuláš,Žilinský kraj,607,https://www.kralovalehota.sk,obec.klehota@mag-net.sk,xls,ok
510572,Kvačany - Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,543,,,none,no_website
510581,Lazisko,Liptovský Mikuláš,Žilinský kraj,377,https://www.lazisko.sk,lazisko@lazisko.sk,guessed,ok
510602,Liptovská Anna,Liptovský Mikuláš,Žilinský kraj,84,https://www.liptovskaanna.eu,liptovskaanna@citycom.sk,xls,ok
510611,Liptovská Kokava,Liptovský Mikuláš,Žilinský kraj,961,https://www.liptovskakokava.sk,obec.lk@stonline.sk,xls,ok
558281,Liptovská Porúbka,Liptovský Mikuláš,Žilinský kraj,1176,https://www.liptovskaporubka.sk,obecny.urad@liponet.sk,xls,ok
510653,Liptovská Sielnica,Liptovský Mikuláš,Žilinský kraj,605,https://www.liptovskasielnica.sk,obecls@liptsielnica.sk,xls,ok
510688,Liptovské Beharovce,Liptovský Mikuláš,Žilinský kraj,79,https://www.liptovskebeharovce.sk,obec@liptovskebeharovce.sk,xls,ok
510696,Liptovské Kľačany,Liptovský Mikuláš,Žilinský kraj,383,https://www.liptovskeklacany.sk,liptovske.klacany@gmail.com,xls,ok
510700,Liptovské Matiašovce,Liptovský Mikuláš,Žilinský kraj,322,https://www.liptovskematiasovce.sk,lmatiasovce@citycom.sk,xls,ok
510726,Liptovský Hrádok,Liptovský Mikuláš,Žilinský kraj,7376,https://www.lhsity.sk          www.liptovskyhradok.sk,sekretariat@lhr.sk,xls,ok
510734,Liptovský Ján,Liptovský Mikuláš,Žilinský kraj,1094,https://www.liptovskyjan.sk,starosta@liptovskyjan.sk,xls,ok
510262,Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,30904,https://www.mikulas.sk,lmikulas@mikulas.sk,xls,ok
510751,Liptovský Ondrej,Liptovský Mikuláš,Žilinský kraj,623,https://www.liptovskyondrej.sk,obeclondrej@imafex.sk,xls,ok
580287,Liptovský Peter,Liptovský Mikuláš,Žilinský kraj,1335,https://www.liptovskypeter.sk,liptovsky.peter@mag-net.sk,xls,ok
510777,Liptovský Trnovec,Liptovský Mikuláš,Žilinský kraj,551,https://www.lipttrnovec.sk,trnovec@alconet.sk,xls,ok
510793,Ľubeľa,Liptovský Mikuláš,Žilinský kraj,1144,https://www.lubela.sk,starosta@lubela.sk,guessed,ok
510831,Malatíny,Liptovský Mikuláš,Žilinský kraj,240,https://www.obecmalatiny.sk,info@obecmalatiny.sk,guessed,ok
510840,Malé Borové,Liptovský Mikuláš,Žilinský kraj,117,,obecmaleborove@stonline.sk,none,no_website
510858,Malužiná,Liptovský Mikuláš,Žilinský kraj,227,https://www.obecmaluzina.sk,starosta@obecmaluzina.sk,guessed,ok
510874,Nižná Boca,Liptovský Mikuláš,Žilinský kraj,163,https://www.niznaboca.sk               www.boca.sk,niznaboca@boca.sk,xls,ok
510904,Partizánska Ľupča,Liptovský Mikuláš,Žilinský kraj,1268,https://www.partizanskalupca.com   www.partizanskalupca.sk,obec.part.lupca@stonline.sk,xls,ok
510912,Pavčina Lehota,Liptovský Mikuláš,Žilinský kraj,393,https://www.pavcinalehota.sk,obec@pavcina-lehota.sk,xls,ok
510921,Pavlova Ves,Liptovský Mikuláš,Žilinský kraj,266,https://www.pavlovaves.sk,info@pavlovaves.sk,xls,ok
510947,Podtureň,Liptovský Mikuláš,Žilinský kraj,1114,https://www.podturen.sk,obec@podturen.sk,guessed,ok
510963,Pribylina,Liptovský Mikuláš,Žilinský kraj,1318,https://www.pribylina.sk,starosta@pribylina.sk,guessed,ok
510971,Prosiek,Liptovský Mikuláš,Žilinský kraj,218,https://www.prosiek.sk,podatelna@prosiek.sk,guessed,ok
511013,Smrečany,Liptovský Mikuláš,Žilinský kraj,683,https://www.smrecany.sk,smrecany@smrecany.sk,guessed,ok
511048,Svätý Kríž,Liptovský Mikuláš,Žilinský kraj,829,https://www.svatykriz.sk,ousvatykriz@alconet.sk,xls,ok
511072,Trstené,Liptovský Mikuláš,Žilinský kraj,221,https://www.trstene.sk,obec@trstene.sk,guessed,ok
511099,Uhorská Ves,Liptovský Mikuláš,Žilinský kraj,516,https://www.uhorskaves.sk,obecuhorskaves@alconet.sk,xls,ok
511111,Vavrišovo,Liptovský Mikuláš,Žilinský kraj,693,https://www.vavrisovo.sk,obec@vavrisovo.sk,guessed,ok
511129,Važec,Liptovský Mikuláš,Žilinský kraj,2426,https://www.obecvazec.sk,obecvazec@obecvazec.sk,guessed,ok
511137,Veľké Borové,Liptovský Mikuláš,Žilinský kraj,44,https://www.velke-borove.sk,velkeborove@orangemail.sk,guessed,ok
511145,Veterná Poruba,Liptovský Mikuláš,Žilinský kraj,378,https://www.veternaporuba.sk,vetporuba@alconet.sk,xls,ok
511153,Vlachy,Liptovský Mikuláš,Žilinský kraj,609,https://www.obecvlachy.sk,info@obecvlachy.sk,guessed,ok
511170,Východná,Liptovský Mikuláš,Žilinský kraj,2145,https://www.obec-vychodna.sk,ocu.vychodna@stonline.sk,xls,ok
511188,Vyšná Boca,Liptovský Mikuláš,Žilinský kraj,100,https://www.vysnaboca.sk,vboca@stonline.sk,xls,ok
511196,Závažná Poruba,Liptovský Mikuláš,Žilinský kraj,1259,https://www.zavaznaporuba.sk,obeczav@stonline.sk,xls,ok
511200,Žiar - Liptovský Mikuláš,Liptovský Mikuláš,Žilinský kraj,469,,,none,no_website
511226,Ábelová,Lučenec,Banskobystrický kraj,197,https://abelova.sk,starosta@abelova.sk,guessed,ok
511234,Belina,Lučenec,Banskobystrický kraj,623,https://www.belina.sk,obecbelina@centrum.sk,guessed,ok
557315,Biskupice,Lučenec,Banskobystrický kraj,1146,https://www.obecbiskupice.sk/index.php/sk,obecbiskupice@gmail.com,guessed,ok
511251,Boľkovce,Lučenec,Banskobystrický kraj,623,https://www.bolkovce.sk,info@bolkovce.sk,guessed,ok
511277,Budiná,Lučenec,Banskobystrický kraj,221,https://obecbudina.sk,starosta@obecbudina.sk,guessed,ok
558273,Bulhary,Lučenec,Banskobystrický kraj,314,https://www.bulhary.sk,info@webex.sk,guessed,ok
511293,Buzitka,Lučenec,Banskobystrický kraj,506,https://www.buzitka.estranky.sk,obecbuzitka@gmail.com,xls,ok
511323,Čakanovce - Lučenec,Lučenec,Banskobystrický kraj,1164,https://www.obeccakanovce.sk,starosta@obeccakanovce.sk,guessed,ok
511331,Čamovce,Lučenec,Banskobystrický kraj,600,https://www.camovce.webnode.sk,camovce@gmail.com,xls,ok
511358,Divín,Lučenec,Banskobystrický kraj,2071,https://divin.sk,starosta@divin.sk,guessed,ok
511366,Dobroč,Lučenec,Banskobystrický kraj,603,https://www.dobroc.sk,podatelna@dobroc.sk,guessed,ok
511391,Fiľakovo,Lučenec,Banskobystrický kraj,10557,https://www.filakovo.sk,mesto@filakovo.sk,guessed,ok
511404,Fiľakovské Kováče,Lučenec,Banskobystrický kraj,920,,filkovace@gmail.com,none,no_website
557331,Gregorova Vieska,Lučenec,Banskobystrický kraj,144,,ou.gregorovavieska@stonline.sk,none,no_website
511421,Halič,Lučenec,Banskobystrický kraj,1667,https://www.halic.sk,starosta@halic.sk,guessed,ok
511439,Holiša,Lučenec,Banskobystrický kraj,666,https://www.ocuholisa.sk,ocuholisa@stonline.sk,xls,ok
511463,Jelšovec,Lučenec,Banskobystrický kraj,339,https://www.jelsovec.sk,podatelna@jelsovec.sk,guessed,ok
511480,Kalonda,Lučenec,Banskobystrický kraj,206,https://www.kalonda.sk,info@webex.sk,guessed,ok
511374,Kotmanová,Lučenec,Banskobystrický kraj,293,https://www.kotmanova.sk,obec@kotmanova.sk,guessed,ok
511528,Lehôtka,Lučenec,Banskobystrický kraj,357,https://www.lehotka.sk,sekretariat@lehotka.sk,guessed,ok
511536,Lentvora,Lučenec,Banskobystrický kraj,93,https://lentvora.sk,obeclentvora@gmail.com,guessed,ok
511544,Lipovany,Lučenec,Banskobystrický kraj,246,https://www.lipovany.sk,lipovany@dkn.sk,guessed,ok
511552,Lovinobaňa,Lučenec,Banskobystrický kraj,2002,https://www.lovinobana.sk,info@lovinobana.sk,guessed,ok
511561,Ľuboreč,Lučenec,Banskobystrický kraj,348,https://www.luborec.sk,starosta@luborec.sk,guessed,ok
511218,Lučenec,Lučenec,Banskobystrický kraj,27637,https://www.lucenec.sk,msu@lucenec.sk,guessed,ok
